date,id_,x,y
2008-05-18 14:45:24,163-20080518143934,5.32667,2.19222
2008-05-18 14:46:44,163-20080518143934,3.934516,2.607691
2008-05-18 14:46:48,163-20080518143934,3.859154,2.631009
2008-05-18 14:47:06,163-20080518143934,3.54234,2.721856
2008-05-18 14:47:24,163-20080518143934,3.204042,2.821813
2008-05-18 14:47:36,163-20080518143934,2.973056,2.887906
2008-05-18 14:48:18,163-20080518143934,2.070037,2.983209
2008-05-18 14:48:24,163-20080518143934,1.909515,2.981476
2008-05-18 14:48:42,163-20080518143934,1.439638,2.975337
2008-05-18 14:48:56,163-20080518143934,1.075069,2.969198
2008-05-18 14:49:56,163-20080518143934,-0.486289,2.955732
2008-05-18 14:49:58,163-20080518143934,-0.53616,2.954642
2008-05-18 14:50:02,163-20080518143934,-0.63245,2.951771
2008-05-18 14:50:12,163-20080518143934,-0.876127,2.947464
2008-05-18 14:50:34,163-20080518143934,-1.438622,2.942662
2008-05-18 14:50:42,163-20080518143934,-1.649014,2.941424
2008-05-18 14:51:26,163-20080518143934,-2.746395,2.924938
2008-05-18 14:51:52,163-20080518143934,-3.372786,2.919393
2008-05-18 14:52:56,163-20080518143934,-4.803456,2.903402
2008-05-18 14:53:06,163-20080518143934,-5.029211,2.898896
2008-05-18 14:53:26,163-20080518143934,-5.518457,2.896718
2008-05-18 14:53:38,163-20080518143934,-5.778498,2.898451
2008-05-18 14:53:42,163-20080518143934,-5.859649,2.898352
2008-05-18 14:53:44,163-20080518143934,-5.899168,2.898847
2008-05-18 14:53:52,163-20080518143934,-6.048112,2.898847
2008-05-18 14:53:58,163-20080518143934,-6.168448,2.899095
2008-05-18 14:54:02,163-20080518143934,-6.250601,2.900332
2008-05-18 14:54:12,163-20080518143934,-6.456986,2.90053
2008-05-18 14:54:36,163-20080518143934,-6.838699,2.902263
2008-06-08 08:49:25,163-20080608084916,7.301867,1.150899
2008-06-08 08:51:00,163-20080608084916,6.767347,1.21625
2008-06-08 08:52:03,163-20080608084916,5.84693,1.21922
2008-06-08 08:55:03,163-20080608084916,5.703707,1.215918
2008-06-08 08:55:34,163-20080608084916,5.520955,1.230196
2008-06-08 08:55:48,163-20080608084916,5.467332,1.23432
2008-06-08 08:55:54,163-20080608084916,5.482182,1.259406
2008-06-08 08:56:17,163-20080608084916,5.45305,1.398276
2008-06-08 08:56:30,163-20080608084916,5.447295,1.472949
2008-06-08 08:56:35,163-20080608084916,5.44656,1.513298
2008-06-08 08:56:40,163-20080608084916,5.446928,1.555379
2008-06-08 08:57:06,163-20080608084916,5.447484,1.72783
2008-06-08 08:57:17,163-20080608084916,5.453974,1.783037
2008-06-08 08:57:20,163-20080608084916,5.453785,1.800939
2008-06-08 08:57:29,163-20080608084916,5.455644,1.855729
2008-06-08 08:58:08,163-20080608084916,5.423551,2.129587
2008-06-08 08:58:40,163-20080608084916,4.957314,2.305177
2008-06-08 08:58:46,163-20080608084916,4.869739,2.330674
2008-06-08 09:00:17,163-20080608084916,3.279361,2.792746
2008-06-08 09:00:32,163-20080608084916,3.057469,2.858349
2008-06-08 09:00:59,163-20080608084916,2.643173,2.961737
2008-06-08 09:01:52,163-20080608084916,1.298631,2.974525
2008-06-08 09:02:02,163-20080608084916,1.041662,2.972297
2008-06-08 09:02:49,163-20080608084916,-0.002686,2.957692
2008-06-08 09:03:23,163-20080608084916,-0.669486,2.95992
2008-06-08 09:03:35,163-20080608084916,-0.87153,2.954147
2008-06-08 09:03:47,163-20080608084916,-1.107159,2.948865
2008-06-08 09:04:57,163-20080608084916,-2.397901,2.934592
2008-06-08 09:05:25,163-20080608084916,-2.870816,2.930547
2008-06-08 09:05:50,163-20080608084916,-3.241141,2.927824
2008-06-08 09:08:16,163-20080608084916,-6.191458,2.895065
2008-06-08 09:08:22,163-20080608084916,-6.287559,2.893416
2008-06-08 09:08:34,163-20080608084916,-6.528943,2.899025
2008-06-08 09:09:07,163-20080608084916,-7.34157,2.89449
2008-06-08 09:10:57,163-20080608084916,-9.99559,2.878232
2008-06-08 09:11:12,163-20080608084916,-10.384471,2.842091
2008-06-08 09:12:15,163-20080608084916,-11.434764,2.678878
2008-06-08 09:12:27,163-20080608084916,-11.483745,2.676408
2008-06-08 09:12:29,163-20080608084916,-11.485971,2.677477
2008-06-08 09:12:48,163-20080608084916,-11.500632,2.680448
2008-06-08 09:13:17,163-20080608084916,-11.504149,2.684987
2008-06-08 09:13:19,163-20080608084916,-11.506198,2.686389
2008-06-08 09:13:25,163-20080608084916,-11.513244,2.691013
2008-06-08 09:13:58,163-20080608084916,-11.677807,2.631356
2008-06-08 09:14:22,163-20080608084916,-12.038291,2.53935
2008-06-08 09:14:28,163-20080608084916,-12.080414,2.528374
2008-06-08 09:14:36,163-20080608084916,-12.078555,2.526725
2008-06-08 09:15:03,163-20080608084916,-12.106941,2.515834
2008-06-08 09:16:39,163-20080608084916,-12.522717,2.456919
2008-06-08 09:16:45,163-20080608084916,-12.613252,2.456013
2008-06-08 09:16:47,163-20080608084916,-12.655186,2.459395
2008-06-08 09:17:16,163-20080608084916,-13.102877,2.446112
2008-06-08 09:17:22,163-20080608084916,-13.197131,2.438438
2008-06-08 09:18:00,163-20080608084916,-13.711602,2.400148
2008-06-08 09:18:06,163-20080608084916,-13.734423,2.396356
2008-06-08 09:18:12,163-20080608084916,-13.779696,2.393138
2008-06-08 09:18:14,163-20080608084916,-13.794724,2.392148
2008-06-08 09:18:18,163-20080608084916,-13.809195,2.391653
2008-06-08 09:19:06,163-20080608084916,-13.853344,2.42771
2008-06-08 09:19:10,163-20080608084916,-13.848903,2.432165
2008-06-15 03:51:15,163-20080615034640,8.490018,1.212205
2008-06-15 03:51:45,163-20080615034640,8.614695,1.26708
2008-06-15 03:51:51,163-20080615034640,8.61524,1.288616
2008-06-15 03:54:00,163-20080615034640,8.45031,2.329847
2008-06-15 03:55:24,163-20080615034640,6.954185,2.888876
2008-06-15 03:56:40,163-20080615034640,6.735443,3.294678
2008-06-15 03:56:50,163-20080615034640,6.895364,3.360276
2008-06-15 03:57:08,163-20080615034640,7.170889,3.472907
2008-06-15 03:57:20,163-20080615034640,7.32265,3.539326
2008-06-15 03:58:03,163-20080615034640,7.676644,3.680756
2008-06-15 03:59:14,163-20080615034640,7.673861,3.756419
2008-06-15 04:00:10,163-20080615034640,7.370328,3.851558
2008-06-15 04:00:25,163-20080615034640,7.146388,3.911626
2008-06-15 04:00:46,163-20080615034640,6.836554,4.005117
2008-06-15 04:00:54,163-20080615034640,6.819122,4.010068
2008-06-15 04:01:33,163-20080615034640,6.422827,4.12105
2008-06-15 04:02:24,163-20080615034640,6.421702,4.120718
2008-06-15 07:42:33,163-20080615074148,6.286461,4.149269
2008-06-15 07:42:39,163-20080615074148,6.320402,4.135734
2008-06-15 07:42:47,163-20080615074148,6.336922,4.125916
2008-06-15 07:43:41,163-20080615074148,6.491098,4.096954
2008-06-15 07:43:50,163-20080615074148,6.61503,4.060893
2008-06-15 07:43:56,163-20080615074148,6.707614,4.035317
2008-06-15 07:43:59,163-20080615074148,6.748612,4.025331
2008-06-15 07:44:05,163-20080615074148,6.824866,4.008909
2008-06-15 07:45:06,163-20080615074148,7.563288,3.784475
2008-06-15 07:45:54,163-20080615074148,7.404837,3.570685
2008-06-15 07:46:13,163-20080615074148,7.340829,3.546589
2008-06-15 07:46:27,163-20080615074148,7.257718,3.511354
2008-06-15 07:46:37,163-20080615074148,7.186474,3.479011
2008-06-15 07:46:53,163-20080615074148,7.071815,3.432389
2008-06-15 07:47:58,163-20080615074148,6.318365,3.138564
2008-06-15 07:48:54,163-20080615074148,6.362525,3.056297
2008-06-15 07:49:00,163-20080615074148,6.451769,3.028904
2008-06-15 07:49:06,163-20080615074148,6.550276,3.000106
2008-06-15 07:51:44,163-20080615074148,8.569232,2.072163
2008-06-15 07:51:50,163-20080615074148,8.571269,2.028923
2008-06-15 07:52:40,163-20080615074148,8.560883,1.586322
2008-06-15 07:52:45,163-20080615074148,8.562186,1.543908
2008-06-15 07:52:50,163-20080615074148,8.562742,1.521466
2008-06-15 07:52:58,163-20080615074148,8.563855,1.526254
2008-06-15 07:53:22,163-20080615074148,8.563855,1.542423
2008-06-15 07:54:05,163-20080615074148,8.550686,1.511976
2008-06-15 07:54:11,163-20080615074148,8.549384,1.486563
2008-06-15 07:55:30,163-20080615074148,8.019128,1.217408
2008-06-15 07:56:28,163-20080615074148,7.457903,1.216745
2008-06-15 07:57:09,163-20080615074148,7.436563,1.219136
2008-06-15 07:57:42,163-20080615074148,7.313923,1.207423
2008-06-15 07:57:48,163-20080615074148,7.298717,1.179862
2008-06-15 07:58:12,163-20080615074148,7.286472,1.070612
2008-06-15 07:58:30,163-20080615074148,7.272735,0.987607
2008-06-19 14:29:49,163-20080619142932,-9.774065,3.146981
2008-06-19 14:29:53,163-20080619142932,-9.766273,3.146981
2008-06-19 14:29:55,163-20080619142932,-9.762377,3.146317
2008-06-19 14:30:01,163-20080619142932,-9.769802,3.149204
2008-06-19 14:31:12,163-20080619142932,-9.509505,3.185181
2008-06-19 14:31:16,163-20080619142932,-9.461638,3.182622
2008-06-19 14:31:24,163-20080619142932,-9.391129,3.179324
2008-06-19 14:31:32,163-20080619142932,-9.316556,3.175364
2008-06-19 14:31:46,163-20080619142932,-9.228792,3.17569
2008-06-19 14:31:58,163-20080619142932,-9.164227,3.171071
2008-06-19 14:33:16,163-20080619142932,-8.780556,3.11331
2008-06-19 14:33:31,163-20080619142932,-8.764225,3.068511
2008-06-19 14:34:00,163-20080619142932,-8.635274,2.887638
2008-06-19 14:34:17,163-20080619142932,-8.667935,2.884589
2008-06-19 14:34:55,163-20080619142932,-8.7505,2.904387
2008-06-19 14:34:59,163-20080619142932,-8.750867,2.901748
2008-06-19 14:35:09,163-20080619142932,-8.749008,2.9001
2008-06-19 14:35:26,163-20080619142932,-8.746036,2.895475
2008-06-19 14:35:40,163-20080619142932,-8.634728,2.881123
2008-06-19 14:35:44,163-20080619142932,-8.576286,2.881534
2008-06-19 14:35:46,163-20080619142932,-8.545484,2.881866
2008-06-19 14:35:57,163-20080619142932,-8.371637,2.88442
2008-06-19 14:36:00,163-20080619142932,-8.323959,2.884831
2008-06-19 14:36:24,163-20080619142932,-7.901504,2.888218
2008-06-19 14:37:11,163-20080619142932,-7.282939,2.888876
2008-06-19 14:37:17,163-20080619142932,-7.216893,2.89152
2008-06-19 14:37:55,163-20080619142932,-6.380143,2.898862
2008-06-19 14:39:28,163-20080619142932,-4.085305,2.916269
2008-06-19 14:40:27,163-20080619142932,-2.660613,2.926423
2008-06-19 14:40:58,163-20080619142932,-1.917927,2.932854
2008-06-19 14:41:18,163-20080619142932,-1.435549,2.940612
2008-06-19 14:43:03,163-20080619142932,1.346309,2.970233
2008-06-19 14:43:58,163-20080619142932,2.722956,2.949687
2008-06-19 14:44:03,163-20080619142932,2.817944,2.934176
2008-06-19 14:46:06,163-20080619142932,4.936163,2.314336
2008-06-19 14:46:15,163-20080619142932,5.045245,2.285211
2008-06-19 14:46:34,163-20080619142932,5.289412,2.202122
2008-06-19 14:47:32,163-20080619142932,5.438768,1.739633
2008-06-19 14:48:07,163-20080619142932,5.423918,1.483509
2008-06-19 14:48:23,163-20080619142932,5.417796,1.366838
2008-06-19 14:48:38,163-20080619142932,5.418352,1.283333
2008-06-19 14:48:44,163-20080619142932,5.422059,1.250163
2008-06-19 14:48:46,163-20080619142932,5.421324,1.241088
2008-06-19 14:49:01,163-20080619142932,5.492379,1.210061
2008-06-19 14:49:19,163-20080619142932,5.765667,1.210725
2008-06-19 14:49:25,163-20080619142932,5.881628,1.211052
2008-06-19 14:49:52,163-20080619142932,6.396099,1.211878
2008-06-19 14:49:55,163-20080619142932,6.458259,1.211383
2008-06-19 14:50:32,163-20080619142932,6.626718,1.220131
2008-06-19 14:50:59,163-20080619142932,6.649171,1.225656
2008-06-19 14:51:07,163-20080619142932,6.753065,1.222438
2008-06-19 14:51:19,163-20080619142932,6.943788,1.219057
2008-06-19 14:51:25,163-20080619142932,7.046023,1.218641
2008-06-19 14:51:50,163-20080619142932,7.274783,1.182258
2008-06-19 14:52:11,163-20080619142932,7.27682,1.096857
2008-06-22 01:31:37,163-20080622013137,-0.749636,4.752687
2008-06-22 01:31:47,163-20080622013137,-0.771532,4.750622
2008-06-22 01:32:17,163-20080622013137,-0.829607,4.752603
2008-06-22 01:32:39,163-20080622013137,-0.860777,4.747073
2008-06-22 01:32:41,163-20080622013137,-0.867445,4.747157
2008-06-22 01:33:17,163-20080622013137,-0.936841,4.746909
2008-06-22 01:33:27,163-20080622013137,-0.958726,4.751528
2008-06-22 01:33:31,163-20080622013137,-0.964481,4.752108
2008-06-22 01:34:27,163-20080622013137,-1.053536,4.746251
2008-06-22 01:35:36,163-20080622013137,-1.137582,4.756648
2008-06-22 01:36:07,163-20080622013137,-1.147411,4.771168
2008-06-22 01:36:17,163-20080622013137,-1.154469,4.777193
2008-06-22 01:36:31,163-20080622013137,-1.176354,4.77851
2008-06-22 01:36:33,163-20080622013137,-1.180072,4.778263
2008-06-22 01:41:47,163-20080622013137,2.662654,2.970648
2008-06-22 01:41:50,163-20080622013137,2.605136,2.978485
2008-06-22 01:42:43,163-20080622013137,1.203631,2.975763
2008-06-22 01:43:40,163-20080622013137,-0.128109,2.959093
2008-06-22 01:44:14,163-20080622013137,-0.688043,2.953321
2008-06-22 01:44:17,163-20080622013137,-0.756504,2.952741
2008-06-22 01:44:39,163-20080622013137,-1.237958,2.946221
2008-06-22 01:46:36,163-20080622013137,-3.43075,2.921715
2008-06-22 01:46:57,163-20080622013137,-3.908865,2.917011
2008-06-22 01:47:58,163-20080622013137,-5.263248,2.9001
2008-06-22 01:48:32,163-20080622013137,-5.946189,2.901253
2008-06-22 01:48:48,163-20080622013137,-6.221324,2.903318
2008-06-22 01:49:19,163-20080622013137,-6.481443,2.994249
2008-06-22 01:50:09,163-20080622013137,-6.504264,3.203915
2008-06-22 01:50:33,163-20080622013137,-6.53265,3.322897
2008-06-22 01:50:35,163-20080622013137,-6.540253,3.328591
2008-06-22 01:50:51,163-20080622013137,-6.77124,3.335274
2008-06-22 01:52:24,163-20080622013137,-7.47404,3.333868
2008-06-22 01:53:03,163-20080622013137,-7.799648,3.3342
2008-06-22 01:53:06,163-20080622013137,-7.869968,3.332551
2008-06-22 01:53:27,163-20080622013137,-8.37127,3.33222
2008-06-22 01:53:52,163-20080622013137,-8.510051,3.336512
2008-06-22 01:54:30,163-20080622013137,-8.512823,3.336017
2008-06-28 02:14:40,163-20080628021355,-7.524501,2.900015
2008-06-28 02:17:45,163-20080628021355,-8.697801,2.895228
2008-06-28 02:19:05,163-20080628021355,-9.406713,2.87485
2008-06-28 02:19:28,163-20080628021355,-9.724161,2.873697
2008-06-28 02:19:52,163-20080628021355,-9.875555,2.874682
2008-06-28 02:21:01,163-20080628021355,-10.104872,2.868578
2008-06-28 02:21:23,163-20080628021355,-10.195229,2.8779
2008-06-28 02:21:27,163-20080628021355,-10.217493,2.893579
2008-06-28 02:21:35,163-20080628021355,-10.26054,2.938057
2008-06-28 02:21:41,163-20080628021355,-10.291141,2.974609
2008-06-28 02:21:44,163-20080628021355,-10.306548,2.992843
2008-06-28 02:21:52,163-20080628021355,-10.344764,3.027583
2008-06-28 02:21:54,163-20080628021355,-10.351632,3.035583
2008-06-28 02:22:10,163-20080628021355,-10.410442,3.078492
2008-06-28 02:22:22,163-20080628021355,-10.436791,3.109434
2008-06-28 02:22:29,163-20080628021355,-10.463697,3.147723
2008-06-28 02:22:49,163-20080628021355,-10.55942,3.248056
2008-06-28 02:22:51,163-20080628021355,-10.562025,3.255646
2008-06-28 02:23:05,163-20080628021355,-10.604137,3.287663
2008-06-28 02:25:07,163-20080628021355,-10.601721,3.286672
2008-06-28 02:25:35,163-20080628021355,-10.620656,3.31712
2008-06-28 02:27:05,163-20080628021355,-10.684108,3.578606
2008-06-28 13:58:10,163-20080628135754,-7.403909,2.888297
2008-06-28 13:58:20,163-20080628135754,-7.265874,2.887391
2008-06-28 13:58:26,163-20080628135754,-7.196667,2.888876
2008-06-28 14:00:03,163-20080628135754,-5.258049,2.891599
2008-06-28 14:00:32,163-20080628135754,-4.616296,2.902491
2008-06-28 14:01:11,163-20080628135754,-3.795509,2.913298
2008-06-28 14:02:23,163-20080628135754,-2.151886,2.92675
2008-06-28 14:02:26,163-20080628135754,-2.088056,2.927081
2008-06-28 14:02:41,163-20080628135754,-1.789543,2.936077
2008-06-28 14:04:03,163-20080628135754,0.183216,2.955712
2008-06-28 14:04:13,163-20080628135754,0.431824,2.957856
2008-06-28 14:04:59,163-20080628135754,1.400298,2.970648
2008-06-28 14:05:08,163-20080628135754,1.581381,2.974361
2008-06-28 14:05:56,163-20080628135754,2.639834,2.967841
2008-06-28 14:05:59,163-20080628135754,2.701426,2.957529
2008-06-28 14:06:59,163-20080628135754,3.68475,2.677066
2008-06-28 14:07:11,163-20080628135754,3.855625,2.625825
2008-06-28 14:07:35,163-20080628135754,4.226506,2.510635
2008-06-28 14:07:57,163-20080628135754,4.571026,2.414011
2008-06-28 14:08:12,163-20080628135754,4.777523,2.355265
2008-06-28 14:08:45,163-20080628135754,5.221874,2.220271
2008-06-28 14:09:18,163-20080628135754,5.43839,1.988079
2008-06-28 14:10:06,163-20080628135754,5.421135,1.557276
2008-06-28 14:12:20,163-20080628135754,5.509823,1.213859
2008-06-28 14:13:11,163-20080628135754,6.271054,1.215096
2008-06-28 14:13:14,163-20080628135754,6.326525,1.21625
2008-06-28 14:13:20,163-20080628135754,6.446014,1.214433
2008-06-28 14:13:23,163-20080628135754,6.502787,1.213279
2008-06-28 14:14:50,163-20080628135754,7.281462,1.097431
2008-06-28 14:15:37,163-20080628135754,7.271254,0.951962
2008-06-28 14:15:39,163-20080628135754,7.272,0.950803
2008-06-30 07:26:26,163-20080630072435,-8.789083,2.924111
2008-06-30 07:26:47,163-20080630072435,-8.782226,2.903565
2008-06-30 07:27:03,163-20080630072435,-8.846412,2.894322
2008-06-30 07:27:51,163-20080630072435,-9.545316,2.874935
2008-06-30 07:28:01,163-20080630072435,-9.749764,2.873529
2008-06-30 07:28:09,163-20080630072435,-9.919526,2.869405
2008-06-30 07:28:48,163-20080630072435,-10.820284,2.762052
2008-06-30 07:29:03,163-20080630072435,-11.163881,2.705533
2008-06-30 07:29:52,163-20080630072435,-11.575215,2.425645
2008-06-30 07:30:51,163-20080630072435,-11.526602,2.277453
2008-06-30 07:31:49,163-20080630072435,-11.489121,2.062673
2008-06-30 07:31:51,163-20080630072435,-11.487641,2.05434
2008-06-30 07:31:53,163-20080630072435,-11.485971,2.045181
2008-06-30 07:32:43,163-20080630072435,-11.458876,1.806964
2008-06-30 07:32:55,163-20080630072435,-11.453132,1.732291
2008-06-30 07:33:01,163-20080630072435,-11.445707,1.694913
2008-06-30 07:33:03,163-20080630072435,-11.44367,1.682451
2008-06-30 07:33:15,163-20080630072435,-11.433095,1.598535
2008-06-30 07:33:20,163-20080630072435,-11.433284,1.562395
2008-06-30 07:33:50,163-20080630072435,-11.428453,1.463874
2008-06-30 07:34:14,163-20080630072435,-11.435321,1.418079
2008-06-30 07:34:32,163-20080630072435,-11.430501,1.367249
2008-06-30 07:34:44,163-20080630072435,-11.429198,1.333584
2008-06-30 07:36:14,163-20080630072435,-11.42085,0.960046
2008-06-30 07:36:26,163-20080630072435,-11.426972,0.906989
2008-06-30 07:36:50,163-20080630072435,-11.427896,0.827697
2008-06-30 07:36:58,163-20080630072435,-11.429009,0.786437
2008-06-30 07:37:06,163-20080630072435,-11.431792,0.742706
2008-06-30 07:37:20,163-20080630072435,-11.432727,0.666301
2008-06-30 07:37:24,163-20080630072435,-11.432171,0.652191
2008-06-30 07:37:28,163-20080630072435,-11.432727,0.639566
2008-06-30 07:37:34,163-20080630072435,-11.432171,0.622154
2008-06-30 07:37:42,163-20080630072435,-11.432349,0.602767
2008-06-30 07:38:28,163-20080630072435,-11.431425,0.479903
2008-06-30 07:38:40,163-20080630072435,-11.432171,0.436995
2008-06-30 07:38:42,163-20080630072435,-11.431981,0.430806
2008-06-30 07:38:44,163-20080630072435,-11.431792,0.423543
2008-06-30 07:38:46,163-20080630072435,-11.431425,0.41587
2008-06-30 07:39:04,163-20080630072435,-11.429933,0.360342
2008-06-30 07:39:36,163-20080630072435,-11.427896,0.274198
2008-06-30 07:40:38,163-20080630072435,-11.426605,0.218501
2008-06-30 07:41:32,163-20080630072435,-11.424746,0.103559
2008-06-30 07:41:46,163-20080630072435,-11.424378,0.077488
2008-06-30 07:42:28,163-20080630072435,-11.423443,0.025173
2008-06-30 07:42:46,163-20080630072435,-11.423265,0.003884
2008-06-30 07:43:01,163-20080630072435,-11.422519,-0.032504
2008-06-30 07:43:10,163-20080630072435,-11.422141,-0.051565
2008-06-30 07:43:12,163-20080630072435,-11.421963,-0.055773
2008-06-30 07:43:16,163-20080630072435,-11.422141,-0.065922
2008-06-30 07:43:37,163-20080630072435,-11.421774,-0.11444
2008-06-30 07:44:03,163-20080630072435,-11.421774,-0.184989
2008-06-30 07:44:25,163-20080630072435,-11.422519,-0.221461
2008-06-30 07:44:27,163-20080630072435,-11.422709,-0.228308
2008-06-30 07:44:29,163-20080630072435,-11.422709,-0.234992
2008-06-30 07:44:41,163-20080630072435,-11.423265,-0.249844
2008-06-30 07:45:28,163-20080630072435,-11.421217,-0.294317
2008-06-30 07:45:44,163-20080630072435,-11.421406,-0.318908
2008-06-30 07:45:46,163-20080630072435,-11.421217,-0.321799
2008-06-30 07:46:10,163-20080630072435,-11.419914,-0.368995
2008-06-30 07:46:34,163-20080630072435,-11.415651,-0.425766
2008-06-30 07:46:40,163-20080630072435,-11.414727,-0.453406
2008-06-30 07:46:52,163-20080630072435,-11.416953,-0.519747
2008-06-30 07:47:34,163-20080630072435,-11.421406,-0.761014
2008-06-30 07:47:42,163-20080630072435,-11.426226,-0.796412
2008-06-30 07:48:30,163-20080630072435,-11.436802,-0.964328
2008-06-30 07:48:54,163-20080630072435,-11.434019,-1.031659
2008-06-30 07:49:58,163-20080630072435,-11.632723,-1.230597
2008-06-30 07:50:48,163-20080630072435,-12.021047,-1.312864
2008-06-30 07:50:54,163-20080630072435,-12.018999,-1.303294
2008-06-30 07:51:04,163-20080630072435,-12.003971,-1.278704
2008-06-30 07:51:06,163-20080630072435,-12.005463,-1.271688
2008-06-30 07:51:12,163-20080630072435,-12.006943,-1.257247
2008-06-30 07:51:18,163-20080630072435,-12.014368,-1.250484
2008-06-30 07:51:48,163-20080630072435,-12.243128,-1.232166
2008-06-30 07:52:03,163-20080630072435,-12.237006,-1.223255
2008-06-30 07:52:11,163-20080630072435,-12.237006,-1.223255
2008-06-30 07:52:49,163-20080630072435,-12.233288,-1.070523
2008-06-30 07:53:05,163-20080630072435,-12.242383,-1.000548
2008-06-30 07:53:47,163-20080630072435,-12.196742,-0.967051
2008-06-30 07:53:51,163-20080630072435,-12.179298,-0.965402
2008-06-30 12:03:20,163-20080630120300,-11.716768,-0.962922
2008-06-30 12:03:34,163-20080630120300,-11.571865,-0.948485
2008-06-30 12:03:54,163-20080630120300,-11.439774,-0.954263
2008-06-30 12:04:17,163-20080630120300,-11.42066,-1.055754
2008-06-30 12:04:55,163-20080630120300,-11.391539,-1.211373
2008-06-30 12:05:17,163-20080630120300,-11.383558,-1.273089
2008-06-30 12:05:27,163-20080630120300,-11.429755,-1.282006
2008-06-30 12:05:57,163-20080630120300,-11.308974,-1.208566
2008-06-30 12:07:09,163-20080630120300,-11.389302,-0.889655
2008-06-30 12:07:23,163-20080630120300,-11.390793,-0.783208
2008-06-30 12:07:49,163-20080630120300,-11.396727,-0.593677
2008-06-30 12:07:59,163-20080630120300,-11.397473,-0.522469
2008-06-30 12:08:49,163-20080630120300,-11.399888,-0.151492
2008-06-30 12:08:53,163-20080630120300,-11.400445,-0.121866
2008-06-30 12:09:01,163-20080630120300,-11.400445,-0.068397
2008-06-30 12:09:25,163-20080630120300,-11.40118,0.089117
2008-06-30 12:09:33,163-20080630120300,-11.402293,0.143249
2008-06-30 12:10:15,163-20080630120300,-11.408048,0.425281
2008-06-30 12:11:51,163-20080630120300,-11.413981,1.252143
2008-06-30 12:12:05,163-20080630120300,-11.418245,1.361392
2008-06-30 12:12:31,163-20080630120300,-11.408048,1.49993
2008-06-30 12:12:55,163-20080630120300,-11.418245,1.642929
2008-06-30 12:13:03,163-20080630120300,-11.414349,1.69615
2008-06-30 12:13:37,163-20080630120300,-11.448312,1.916787
2008-06-30 12:14:07,163-20080630120300,-11.483934,2.123072
2008-06-30 12:14:25,163-20080630120300,-11.50248,2.232812
2008-06-30 12:14:43,163-20080630120300,-11.528461,2.350314
2008-06-30 12:15:03,163-20080630120300,-11.587639,2.485139
2008-06-30 12:15:39,163-20080630120300,-11.414349,2.666833
2008-06-30 12:15:41,163-20080630120300,-11.373172,2.671868
2008-06-30 12:15:51,163-20080630120300,-11.136241,2.707429
2008-06-30 12:16:23,163-20080630120300,-10.449403,2.819233
2008-06-30 12:16:39,163-20080630120300,-10.144579,2.856943
2008-06-30 12:17:01,163-20080630120300,-9.73084,2.86891
2008-06-30 12:17:13,163-20080630120300,-9.485939,2.872291
2008-06-30 12:17:19,163-20080630120300,-9.383158,2.87394
2008-06-30 12:19:04,163-20080630120300,-7.049537,2.885821
2008-06-30 12:19:36,163-20080630120300,-6.431539,2.884009
2008-06-30 12:20:14,163-20080630120300,-6.476066,2.874682
2008-06-30 12:20:16,163-20080630120300,-6.477369,2.883267
2008-06-30 12:20:51,163-20080630120300,-6.374766,2.901337
2008-06-30 12:20:53,163-20080630120300,-6.396473,2.900842
2008-06-30 12:21:15,163-20080630120300,-6.694441,2.900347
2008-06-30 12:21:17,163-20080630120300,-6.728393,2.900347
2008-07-04 14:54:47,163-20080704145434,-8.62993,3.332141
2008-07-04 14:54:59,163-20080704145434,-8.489335,3.325308
2008-07-04 14:55:05,163-20080704145434,-8.377014,3.323675
2008-07-04 14:55:09,163-20080704145434,-8.295862,3.323328
2008-07-04 14:55:15,163-20080704145434,-8.178421,3.323328
2008-07-04 14:55:16,163-20080704145434,-8.16061,3.32318
2008-07-04 14:55:20,163-20080704145434,-8.091704,3.324021
2008-07-04 14:55:24,163-20080704145434,-8.021573,3.324516
2008-07-04 14:55:32,163-20080704145434,-7.867174,3.325358
2008-07-04 14:55:33,163-20080704145434,-7.848583,3.325407
2008-07-04 14:55:43,163-20080704145434,-7.694184,3.327239
2008-07-04 14:55:45,163-20080704145434,-7.665686,3.325606
2008-07-04 14:56:25,163-20080704145434,-7.1967,3.327784
2008-07-04 14:56:44,163-20080704145434,-6.912837,3.326051
2008-07-04 14:57:27,163-20080704145434,-6.675728,3.278078
2008-07-04 14:57:31,163-20080704145434,-6.679068,3.259562
2008-07-04 14:57:38,163-20080704145434,-6.679624,3.221193
2008-07-04 14:57:41,163-20080704145434,-6.679068,3.205103
2008-07-04 14:57:42,163-20080704145434,-6.678734,3.199459
2008-07-04 14:57:50,163-20080704145434,-6.672945,3.154704
2008-07-04 14:58:01,163-20080704145434,-6.663594,3.096334
2008-07-04 14:58:02,163-20080704145434,-6.662481,3.090641
2008-07-04 14:58:04,163-20080704145434,-6.659809,3.079551
2008-07-04 14:58:08,163-20080704145434,-6.657806,3.057025
2008-07-04 14:58:09,163-20080704145434,-6.658362,3.051034
2008-07-04 14:58:28,163-20080704145434,-6.668158,2.946028
2008-07-04 14:58:39,163-20080704145434,-6.730942,2.899045
2008-07-04 14:58:48,163-20080704145434,-6.850832,2.900877
2008-07-05 15:11:25,163-20080705151123,-8.440132,3.341696
2008-07-05 15:11:43,163-20080705151123,-8.59364,3.332289
